date,ABI.BR,ADS.DE,AI.PA,ALV.DE,ASML.AS,BAS.DE,BAYN.DE,BBVA.MC,BMW.DE,BN.PA,BNP.PA,CRG.IR,CS.PA,DB1.DE,DG.PA,DPW.DE,DTE.DE,EL.PA,ENEL.MI,ENI.MI,FLTR.IR,IBE.MC,IFX.DE,INGA.AS,ISP.MI,KER.PA,MBG.DE,MC.PA,MUV2.DE,OR.PA,PHIA.AS,RI.PA,RMS.PA,SAF.PA,SAN.MC,SAN.PA,SAP.DE,SIE.DE,STLA.MI,SU.PA,TTE.PA,VOW.DE
2017-12-29,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808
2018-01-02,0.0526282861828804,2.389320343354484e-06,0.0526282861828804,2.389320343354484e-06,0.0526282861828804,0.0526282861828804,2.389320343354484e-06,0.0526282861828804,2.389320343354484e-06,0.0526282861828804,2.389320343354484e-06,0.0526282861828804,2.389320343354484e-06,0.0526282861828804,2.389320343354484e-06,0.0526282861828804,2.389320343354484e-06,0.0526282861828804,2.389320343354484e-06,0.0526282861828804,2.389320343354484e-06,2.389320343354484e-06,2.389320343354484e-06,2.389320343354484e-06,0.0526282861828804,0.0526282861828804,1.0007108357967809e-05,0.0526282861828804,2.389320343354484e-06,0.0526282861828804,2.389320343354484e-06,0.0526282861828804,2.389320343354484e-06,0.0526282861828804,0.0526282861828804,2.389320343354484e-06,2.389320343354484e-06,2.389320343354484e-06,0.0526282861828804,2.389320343354484e-06,2.389320343354484e-06,2.389320343354484e-06
2018-01-03,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06
2018-01-04,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,2.2698832253809087e-06,2.2698832253809087e-06,2.2698832253809087e-06,0.04999750480055809,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,0.04999750480055809,0.04999750480055809,0.04999750480055809,2.2698832253809087e-06,2.2698832253809087e-06,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,2.2698832253809087e-06,2.2698832253809087e-06
2018-01-05,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06
2018-01-08,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06
2018-01-09,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,2.2698832253809087e-06,2.2698832253809087e-06,2.2698832253809087e-06,0.04999750480055809,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,0.04999750480055809,0.04999750480055809,0.04999750480055809,0.04999750480055809,2.2698832253809087e-06,2.2698832253809087e-06,2.2698832253809087e-06,0.04999750480055809,2.2698832253809087e-06,2.2698832253809087e-06,2.2698832253809087e-06
2018-01-10,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06
2018-01-11,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06
2018-01-12,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,0.05262868478894234,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06,0.05262868478894234,2.3893385332485195e-06,2.3893385332485195e-06,2.3893385332485195e-06
