date,ABI.BR,ADS.DE,AI.PA,ALV.DE,ASML.AS,BAS.DE,BAYN.DE,BBVA.MC,BMW.DE,BN.PA,BNP.PA,CRG.IR,CS.PA,DB1.DE,DG.PA,DPW.DE,DTE.DE,EL.PA,ENEL.MI,ENI.MI,FLTR.IR,IBE.MC,IFX.DE,INGA.AS,ISP.MI,KER.PA,MBG.DE,MC.PA,MUV2.DE,OR.PA,PHIA.AS,RI.PA,RMS.PA,SAF.PA,SAN.MC,SAN.PA,SAP.DE,SIE.DE,STLA.MI,SU.PA,TTE.PA,VOW.DE
2015-12-31,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808
2016-01-04,0.061827030032873154,0.061827030032873154,0.061827030032873154,2.8069428026356036e-06,0.061827030032873154,2.8069428026356036e-06,0.009421280585229397,2.8069428026356036e-06,2.8069428026356036e-06,2.8069428026356036e-06,2.8069428026356036e-06,0.061827030032873154,2.8069428026356036e-06,2.8069428026356036e-06,2.8069428026356036e-06,0.061827030032873154,2.8069428026356036e-06,2.8069428026356036e-06,0.061827030032873154,0.0005302890203893185,2.8069428026356036e-06,0.061827030032873154,2.8069428026356036e-06,2.8069428026356036e-06,2.8069428026356036e-06,0.0007453141151927412,0.061827030032873154,0.061827030032873154,2.8069428026356036e-06,0.061827030032873154,2.8069428026356036e-06,0.061827030032873154,8.890830031305086e-06,0.061827030032873154,0.061827030032873154,0.061827030032873154,2.8069428026356036e-06,2.8069428026356036e-06,2.8069428026356036e-06,2.8069428026356036e-06,0.061827030032873154,2.8069428026356036e-06
2016-01-05,0.05555197596549988,0.05555197596549988,0.05555197596549988,2.5220558654837077e-06,0.05555197596549988,2.5220558654837077e-06,0.05555197596549988,2.5220558654837077e-06,2.5220558654837077e-06,2.5220558654837077e-06,2.5220558654837077e-06,0.05555197596549988,2.5220558654837077e-06,2.5220558654837077e-06,2.5220558654837077e-06,0.05555197596549988,2.5220558654837077e-06,2.5220558654837077e-06,0.05555197596549988,3.6610917959478684e-06,2.5220558654837077e-06,0.05555197596549988,2.5220558654837077e-06,2.5220558654837077e-06,2.5220558654837077e-06,0.05555197596549988,0.05555197596549988,0.05555197596549988,2.5220558654837077e-06,0.05555197596549988,2.5220558654837077e-06,0.05555197596549988,5.26116036780877e-06,0.05555197596549988,0.05555197596549988,0.05555197596549988,2.5220558654837077e-06,2.5220558654837077e-06,2.5220558654837077e-06,2.5220558654837077e-06,0.05555197596549988,2.5220558654837077e-06
2016-01-06,0.052628688514232635,0.052628688514232635,0.052628688514232635,2.389338760622195e-06,0.052628688514232635,2.389338760622195e-06,0.052628688514232635,2.389338760622195e-06,2.389338760622195e-06,2.389338760622195e-06,2.389338760622195e-06,0.052628688514232635,2.389338760622195e-06,2.389338760622195e-06,2.389338760622195e-06,0.052628688514232635,2.389338760622195e-06,2.389338760622195e-06,0.052628688514232635,2.389338760622195e-06,2.389338760622195e-06,0.052628688514232635,2.389338760622195e-06,2.389338760622195e-06,2.389338760622195e-06,0.052628688514232635,0.052628688514232635,0.052628688514232635,2.389338760622195e-06,0.052628688514232635,2.389338760622195e-06,0.052628688514232635,0.052628688514232635,0.052628688514232635,0.052628688514232635,0.052628688514232635,2.389338760622195e-06,2.389338760622195e-06,2.389338760622195e-06,2.389338760622195e-06,0.052628688514232635,2.389338760622195e-06
2016-01-07,0.04999750107526779,0.04999750107526779,0.04999750107526779,2.2698829980072333e-06,0.04999750107526779,2.2698829980072333e-06,0.04999750107526779,2.2698829980072333e-06,2.2698829980072333e-06,2.2698829980072333e-06,2.2698829980072333e-06,0.04999750107526779,2.2698829980072333e-06,2.2698829980072333e-06,2.2698829980072333e-06,0.04999750107526779,2.2698829980072333e-06,2.2698829980072333e-06,0.04999750107526779,0.04999750107526779,2.2698829980072333e-06,0.04999750107526779,2.2698829980072333e-06,2.2698829980072333e-06,2.2698829980072333e-06,0.04999750107526779,0.04999750107526779,0.04999750107526779,2.2698829980072333e-06,0.04999750107526779,2.2698829980072333e-06,0.04999750107526779,0.04999750107526779,0.04999750107526779,0.04999750107526779,0.04999750107526779,2.2698829980072333e-06,2.2698829980072333e-06,2.2698829980072333e-06,2.2698829980072333e-06,0.04999750107526779,2.2698829980072333e-06
2016-01-08,0.052628688514232635,0.052628688514232635,0.052628688514232635,2.389338760622195e-06,0.052628688514232635,2.389338760622195e-06,2.389338760622195e-06,2.389338760622195e-06,2.389338760622195e-06,2.389338760622195e-06,2.389338760622195e-06,0.052628688514232635,2.389338760622195e-06,2.389338760622195e-06,2.389338760622195e-06,0.052628688514232635,2.389338760622195e-06,2.389338760622195e-06,0.052628688514232635,0.052628688514232635,2.389338760622195e-06,0.052628688514232635,2.389338760622195e-06,2.389338760622195e-06,2.389338760622195e-06,0.052628688514232635,0.052628688514232635,0.052628688514232635,2.389338760622195e-06,0.052628688514232635,2.389338760622195e-06,0.052628688514232635,0.052628688514232635,0.052628688514232635,0.052628688514232635,0.052628688514232635,2.389338760622195e-06,2.389338760622195e-06,2.389338760622195e-06,2.389338760622195e-06,0.052628688514232635,2.389338760622195e-06
2016-01-11,0.05555194616317749,0.05555194616317749,0.05555194616317749,2.5220542738679796e-06,0.05555194616317749,2.5220542738679796e-06,6.922805823705858e-06,2.5220542738679796e-06,2.5220542738679796e-06,2.5220542738679796e-06,2.5220542738679796e-06,0.05555194616317749,2.5220542738679796e-06,2.5220542738679796e-06,2.5220542738679796e-06,0.05555194616317749,2.5220542738679796e-06,2.5220542738679796e-06,0.05555194616317749,0.05555194616317749,2.5220542738679796e-06,0.05555194616317749,2.5220542738679796e-06,2.5220542738679796e-06,2.5220542738679796e-06,2.5220542738679796e-06,0.05555194616317749,0.05555194616317749,2.5220542738679796e-06,0.05555194616317749,2.5220542738679796e-06,0.05555194616317749,0.05555194616317749,0.05555194616317749,0.05555194616317749,0.05555194616317749,2.5220542738679796e-06,2.5220542738679796e-06,2.5220542738679796e-06,2.5220542738679796e-06,0.05555194616317749,2.5220542738679796e-06
2016-01-12,0.05262073129415512,0.05262073129415512,0.05262073129415512,2.3889772364782402e-06,0.05262073129415512,2.3889772364782402e-06,0.05262073129415512,2.3889772364782402e-06,2.3889772364782402e-06,2.3889772364782402e-06,2.3889772364782402e-06,0.05262073129415512,2.3889772364782402e-06,2.3889772364782402e-06,2.3889772364782402e-06,0.05262073129415512,2.3889772364782402e-06,2.3889772364782402e-06,0.05262073129415512,0.05262073129415512,2.3889772364782402e-06,0.05262073129415512,2.3889772364782402e-06,2.3889772364782402e-06,2.3889772364782402e-06,0.05262073129415512,0.05262073129415512,0.05262073129415512,2.3889772364782402e-06,0.05262073129415512,2.3889772364782402e-06,0.05262073129415512,0.00015358433302026242,0.05262073129415512,0.05262073129415512,0.05262073129415512,2.3889772364782402e-06,2.3889772364782402e-06,2.3889772364782402e-06,2.3889772364782402e-06,0.05262073129415512,2.3889772364782402e-06
2016-01-13,0.04999750107526779,0.04999750107526779,0.04999750107526779,2.2698829980072333e-06,0.04999750107526779,2.2698829980072333e-06,0.04999750107526779,2.2698829980072333e-06,2.2698829980072333e-06,2.2698829980072333e-06,2.2698829980072333e-06,0.04999750107526779,2.2698829980072333e-06,2.2698829980072333e-06,2.2698829980072333e-06,0.04999750107526779,2.2698829980072333e-06,2.2698829980072333e-06,0.04999750107526779,0.04999750107526779,2.2698829980072333e-06,0.04999750107526779,2.2698829980072333e-06,2.2698829980072333e-06,2.2698829980072333e-06,0.04999750107526779,0.04999750107526779,0.04999750107526779,2.2698829980072333e-06,0.04999750107526779,2.2698829980072333e-06,0.04999750107526779,0.04999750107526779,0.04999750107526779,0.04999750107526779,0.04999750107526779,2.2698829980072333e-06,2.2698829980072333e-06,2.2698829980072333e-06,2.2698829980072333e-06,0.04999750107526779,2.2698829980072333e-06
2016-01-14,0.052562326192855835,0.052562326192855835,0.052562326192855835,2.3863258320488967e-06,0.052562326192855835,2.3863258320488967e-06,0.0012632709695026278,2.3863258320488967e-06,2.3863258320488967e-06,2.3863258320488967e-06,2.3863258320488967e-06,0.052562326192855835,2.3863258320488967e-06,2.3863258320488967e-06,2.3863258320488967e-06,0.052562326192855835,2.3863258320488967e-06,2.3863258320488967e-06,0.052562326192855835,0.052562326192855835,2.3863258320488967e-06,0.052562326192855835,2.3863258320488967e-06,2.3863258320488967e-06,2.3863258320488967e-06,0.052562326192855835,0.052562326192855835,0.052562326192855835,2.3863258320488967e-06,0.052562326192855835,2.3863258320488967e-06,0.052562326192855835,0.052562326192855835,0.052562326192855835,0.052562326192855835,0.052562326192855835,2.3863258320488967e-06,2.3863258320488967e-06,2.3863258320488967e-06,2.3863258320488967e-06,0.052562326192855835,2.3863258320488967e-06
