date,daily_return,Indexed
2016-12-30,0.0,1.0
2017-01-02,0.006398069842755488,1.0063980698427555
2017-01-03,0.0016427712744505512,1.0080513516825556
2017-01-04,-0.001862453533434985,1.0061739028807306
2017-01-05,0.00057023838560378,1.006747661862746
2017-01-06,0.0057206805062610475,1.012506943586688
2017-01-09,-0.0008918090276588934,1.0116039807538302
2017-01-10,-0.0013127187614870078,1.0102760292290998
2017-01-11,0.0051202345848343255,1.0154488794941876
2017-01-12,-0.013664317435661922,1.001573463665092
2017-01-13,0.012969639971705355,1.014563510894042
2017-01-16,-0.01317913214276597,1.0011924443167408
2017-01-17,-0.0023061712781024648,0.9988835230578043
2017-01-18,0.006558553217013061,1.0054347538013764
2017-01-19,0.0029282501502601883,1.008378918270272
2017-01-20,0.0016765235053260844,1.0100694892290274
2017-01-23,-0.0014644428283761082,1.0085903002093644
2017-01-24,0.005898308816848615,1.0145392772696773
2017-01-25,0.010305003091689973,1.0249941076585822
2017-01-26,-0.003502089139320554,1.0214044869262835
2017-01-27,-0.0056527034622596995,1.0156307902466677
2017-01-30,-0.013572378196030703,1.0018462650539064
2017-01-31,-0.007241134901742577,0.9945917610978441
2017-02-01,0.004285472162413233,0.9988540564029945
2017-02-02,0.0029280819883540816,1.0017787829745426
2017-02-03,0.008466652453420402,1.0102604957651986
2017-02-06,-0.011136473890578352,0.9990097561314267
2017-02-07,-0.004240659033021209,0.9947732963850117
2017-02-08,0.00019539936310030936,0.9949676744535545
2017-02-09,0.009569122125758755,1.0044886416415828
2017-02-10,-0.00027199352470012503,1.0042154272354216
2017-02-13,0.013086657067238957,1.0173572501532824
2017-02-14,0.002200184387307242,1.0195956236913835
2017-02-15,0.005078140851276391,1.0247732738798332
2017-02-16,-0.0036378918443256466,1.021045259544503
2017-02-17,-0.0032663436052573105,1.0177101748903115
2017-02-20,0.0033533595840664738,1.021122923059082
2017-02-21,0.006320478576216502,1.0275769086179605
2017-02-22,-0.0020722172983053907,1.0254475459725831
2017-02-23,-0.002741264230512229,1.022636523294542
2017-02-24,-0.008985778118604364,1.0134473384002363
2017-02-27,0.0061891489168086075,1.0197197148969388
2017-02-28,0.0014320303129931931,1.0211799844394278
2017-03-01,0.020031738550127364,1.0416359949003415
2017-03-02,-0.0038150184268785654,1.0376621343856967
2017-03-03,0.005001638187863464,1.04285214494314
2017-03-06,-0.0038628456495826374,1.0388237680718886
2017-03-07,-0.002783190774167513,1.0359325233446048
2017-03-08,0.0024710306803587038,1.0384923443925709
2017-03-09,0.005085114435190372,1.0437731968038764
2017-03-10,0.0015166409042918908,1.0453562259289526
2017-03-13,0.0032474071690109796,1.0487509232312044
2017-03-14,-0.0038877886482664055,1.0446736012970073
2017-03-15,0.00390828982134866,1.0487564884995881
2017-03-16,0.011521304770658807,1.0608395316337977
2017-03-17,0.004375295057413514,1.0654810175932639
2017-03-20,-0.0018018862733553355,1.0635611419731419
2017-03-21,-0.003769291691603945,1.0595522697971897
2017-03-22,0.00028792994876799746,1.0598573466279493
2017-03-23,0.0068382269399921616,1.0671048916882093
2017-03-24,-0.001676764224837037,1.065315608381678
2017-03-27,-0.0007992296038828773,1.0644641766099807
2017-03-28,0.005751750247067244,1.0705867087007914
2017-03-29,0.0002445440455475817,1.0708485143056465
2017-03-30,0.004089183385977913,1.0752274102592443
2017-03-31,0.004805955888113889,1.0803949057626412
2017-04-03,-0.00948018382565547,1.0701525634517095
2017-04-04,0.004523580827715645,1.0749934850704703
2017-04-05,-0.0032145432576454113,1.0715378720110242
2017-04-06,0.005181410793517731,1.0770899499067252
2017-04-07,0.004953421689642816,1.0824252306262894
2017-04-10,-0.003360485026285039,1.0787877568466966
2017-04-11,-0.003749246695204803,1.0747431154145117
2017-04-12,-0.001445426453796535,1.0731896532844558
2017-04-13,-0.007587324127087631,1.06504701553515
2017-04-18,-0.006567800037268373,1.0580519997068256
